text,category
"s1, rephrase me further on it please.",general_explain
"s2, do not get your answer.",general_explain
"s2, i can not catch up with you.",general_explain
will you further elaborate me on what you have said please.,general_explain
"s2, i was not clear about it.",general_explain
i was unclear about what you have said.,general_explain
i don't quite catch that.,general_explain
i do not get the last sentence.,general_explain
can you further explain me on it please.,general_explain
again clarify me on your answers please.,general_explain
"s1, please clarify me about your answers once again.",general_explain
please further rephrase it.,general_explain
i could not quite catch up with you.,general_explain
i can not quite catch up with you.,general_explain
your answer was not so clear.,general_explain
"s1, can you please again rephrase to me.",general_explain
elaborate me about your answers further.,general_explain
can you please clarify once again.,general_explain
"s2, i could not quite catch up with you.",general_explain
"s1, can you rephrase me more on the last sentence please.",general_explain
"s2, i was unclear about your answers.",general_explain
will you explain me more on what you just said please.,general_explain
what you have said is not so clear.,general_explain
can you elaborate me on your answers again.,general_explain
can you explain me further on what you just said.,general_explain
what you just said was not so clear to me.,general_explain
explain further please.,general_explain
could you please further elaborate me about what you have just said.,general_explain
i don't understand what you just said now.,general_explain
your words was not so clear.,general_explain
i do not catch up with you.,general_explain
will you further elaborate me on it please.,general_explain
would you please elaborate more on your response to me.,general_explain
i did not catch that.,general_explain
could you elaborate me more on your response please.,general_explain
i was not clear about what you just said now.,general_explain
i could not understand this.,general_explain
explain further on last sentence to me please.,general_explain
please rephrase more on what you have just said to me.,general_explain
can you please further explain me about that.,general_explain
further elaborate me on what you have said please.,general_explain
once again elaborate me on that.,general_explain
i don't get this.,general_explain
"s2, i don't get your words.",general_explain
please rephrase me more on what you said now.,general_explain
what did you mean by it.,general_explain
"s1, will you please further explain me about what you said.",general_explain
could you clarify further on what you said now to me please.,general_explain
"s2, i am unclear about it.",general_explain
i am unclear about your answer.,general_explain
would you again explain the last sentence to me please.,general_explain
please explain me more on what you've just said.,general_explain
i am not so clear about that.,general_explain
what do you mean.,general_explain
will you once again rephrase me about what you just said now.,general_explain
i was not so clear about your answers.,general_explain
"s1, again elaborate me on what you have just said please.",general_explain
explain further.,general_explain
"s2, i was not clear about that.",general_explain
please will you elaborate further on last sentence.,general_explain
will you please clarify again.,general_explain
explain me further on what you have said please.,general_explain
please will you explain me more on what you've said.,general_explain
"s1, please explain me more on your answers.",general_explain
will you explain me about the last sentence further please.,general_explain
what do you mean by it.,general_explain
what you have said was not so clear.,general_explain
"s2, i am unclear about your words.",general_explain
will you please rephrase me further on that.,general_explain
can you please further elaborate what you just said.,general_explain
i couldn't get what you've said.,general_explain
can you elaborate further on this to me please.,general_explain
"s2, i could not catch up with you.",general_explain
can you please clarify me more on your answers.,general_explain
what did you mean by saying this.,general_explain
could not understand it.,general_explain
would you please once again explain me about your words.,general_explain
"s2, do not get the last sentence.",general_explain
i don't understand what you have said.,general_explain
"s2, can not get this.",general_explain
your response was not clear.,general_explain
"s2, i can not quite catch that.",general_explain
please once again rephrase me about what you have said.,general_explain
i didn't catch that.,general_explain
